Street , Type, Room, Occupants,Appliance,Floor,Occupancy,Summer,Winter
TwentyThird , Bungalow, 2, 6, 5, 0, 100,110, 132
Jefferson , Bungalow, 1, 1, 4, 1, 88,229.5, 137.7
Adams , Bungalow, 1, 2, 4, 1, 87,261, 156.6
Vermont , Bungalow, 3, 4, 6, 0, 104,120, 144
Menlo , Apartment, 3, 3, 8, 1, 105,255, 153
Vermont , Apartment, 1, 1, 2, 1, 103,222, 133.2
Jefferson , Apartment, 1, 1, 3, 0, 98,160, 192
ThirtyWest , Bungalow, 1, 2, 4, 1, 92,165, 99
Menlo , Apartment, 1, 2, 2, 0, 88,126, 151.2
Adams , Apartment, 3, 3, 7, 0, 86,171, 205.2
Jefferson , Apartment, 3, 5, 7, 1, 90,280.5, 168.3
Menlo , Bungalow, 3, 3, 8, 0, 100,194, 232.8
ThirtyWest , Bungalow, 2, 3, 5, 0, 96,106, 127.2
Orchard , Bungalow, 3, 6, 7, 0, 96,153, 183.6
ThirtyWest , Apartment, 1, 1, 4, 0, 97,188, 225.6
Vermont , Bungalow, 1, 2, 2, 0, 102,152, 182.4
Hoover , Bungalow, 2, 6, 6, 0, 94,135, 162
Menlo , Bungalow, 2, 4, 6, 0, 90,144, 172.8
Hoover , Apartment, 3, 3, 7, 1, 99,190.5, 114.3
TwentyThird , Bungalow, 3, 3, 8, 0, 99,114, 136.8
Hoover , Bungalow, 3, 5, 6, 1, 102,205.5, 123.3
Adams , Bungalow, 1, 1, 4, 1, 90,240, 144
Ellendale , Bungalow, 1, 1, 4, 1, 102,279, 167.4
Figueroa , Bungalow, 3, 6, 8, 0, 94,187, 224.4
Vermont , Bungalow, 3, 5, 7, 0, 86,119, 142.8
Hoover , Apartment, 2, 5, 6, 0, 103,105, 126
Menlo , Apartment, 2, 3, 6, 0, 99,147, 176.4
Orchard , Bungalow, 1, 1, 3, 1, 103,289.5, 173.7
Menlo , Bungalow, 3, 4, 8, 0, 85,174, 208.8
Figueroa , Bungalow, 2, 3, 4, 1, 92,222, 133.2
Menlo , Bungalow, 3, 5, 8, 0, 87,126, 151.2
Orchard , Bungalow, 1, 2, 4, 1, 91,265.5, 159.3
TwentyThird , Bungalow, 2, 3, 4, 0, 90,147, 176.4
TwentyThird , Bungalow, 3, 4, 8, 1, 92,243, 145.8
Jefferson , Bungalow, 3, 4, 7, 0, 90,101, 121.2
Hoover , Bungalow, 3, 6, 6, 1, 92,169.5, 101.7
Menlo , Bungalow, 1, 2, 4, 1, 97,210, 126
Menlo , Apartment, 2, 5, 5, 0, 104,113, 135.6
Orchard , Apartment, 3, 6, 8, 0, 89,189, 226.8
Figueroa , Bungalow, 2, 6, 5, 1, 105,267, 160.2
Menlo , Bungalow, 1, 1, 3, 0, 101,175, 210
Ellendale , Bungalow, 1, 2, 3, 0, 92,131, 157.2
Adams , Bungalow, 1, 1, 4, 1, 93,168, 100.8
Menlo , Bungalow, 1, 2, 3, 0, 99,129, 154.8
ThirtyWest , Bungalow, 3, 5, 8, 1, 97,282, 169.2
Ellendale , Bungalow, 2, 4, 5, 1, 101,166.5, 99.9
Figueroa , Apartment, 2, 6, 5, 0, 105,133, 159.6
Ellendale , Apartment, 2, 3, 5, 1, 101,219, 131.4
Adams , Apartment, 1, 1, 3, 0, 85,187, 224.4
Vermont , Apartment, 2, 4, 6, 0, 88,103, 123.6
Vermont , Apartment, 2, 4, 5, 0, 88,156, 187.2
Jefferson , Bungalow, 3, 5, 6, 1, 97,270, 162
Hoover , Bungalow, 1, 1, 2, 0, 96,143, 171.6
Hoover , Apartment, 1, 2, 2, 0, 90,137, 164.4
Adams , Apartment, 3, 3, 6, 1, 102,156, 93.6
Orchard , Apartment, 2, 5, 5, 1, 105,243, 145.8
TwentyThird , Apartment, 1, 1, 2, 0, 88,146, 175.2
Jefferson , Apartment, 3, 4, 7, 0, 95,128, 153.6
Figueroa , Bungalow, 1, 1, 3, 0, 96,178, 213.6
Adams , Bungalow, 3, 3, 7, 1, 104,193.5, 116.1
Ellendale , Apartment, 3, 3, 6, 1, 105,271.5, 162.9
Hoover , Bungalow, 1, 2, 4, 1, 98,184.5, 110.7
Figueroa , Bungalow, 1, 2, 3, 1, 94,240, 144
Adams , Bungalow, 3, 4, 7, 1, 93,291, 174.6
Ellendale , Apartment, 3, 6, 7, 0, 98,183, 219.6
Vermont , Bungalow, 1, 1, 2, 1, 92,186, 111.6
Hoover , Apartment, 1, 1, 3, 1, 104,195, 117
Ellendale , Apartment, 1, 2, 3, 1, 103,207, 124.2
Ellendale , Bungalow, 3, 4, 7, 0, 99,112, 134.4
Figueroa , Bungalow, 2, 4, 5, 0, 97,157, 188.4
Adams , Bungalow, 3, 6, 7, 1, 98,174, 104.4
ThirtyWest , Apartment, 2, 5, 4, 1, 92,250.5, 150.3
Hoover , Apartment, 2, 4, 6, 0, 85,200, 240
Adams , Bungalow, 1, 2, 2, 1, 105,169.5, 101.7
ThirtyWest , Bungalow, 2, 6, 4, 1, 92,211.5, 126.9
Vermont , Bungalow, 2, 5, 6, 0, 95,156, 187.2
ThirtyWest , Apartment, 1, 2, 3, 1, 86,168, 100.8
Vermont , Apartment, 1, 2, 4, 1, 103,205.5, 123.3
Ellendale , Apartment, 2, 6, 4, 0, 97,130, 156
Hoover , Bungalow, 3, 3, 8, 0, 98,179, 214.8
Vermont , Bungalow, 2, 4, 5, 1, 100,154.5, 92.7
Adams , Bungalow, 3, 6, 6, 1, 94,280.5, 168.3
Vermont , Apartment, 2, 6, 5, 0, 99,199, 238.8
Ellendale , Apartment, 1, 1, 2, 0, 88,131, 157.2
Figueroa , Apartment, 2, 3, 5, 1, 103,246, 147.6
TwentyThird , Apartment, 2, 6, 5, 1, 97,213, 127.8
TwentyThird , Apartment, 3, 6, 8, 1, 91,150, 90
Ellendale , Bungalow, 3, 3, 7, 1, 102,183, 109.8
Adams , Bungalow, 2, 6, 6, 0, 98,168, 201.6
Hoover , Bungalow, 2, 6, 4, 1, 93,280.5, 168.3
Jefferson , Bungalow, 2, 5, 6, 1, 94,249, 149.4
Vermont , Bungalow, 1, 1, 3, 0, 86,165, 198
Orchard , Apartment, 2, 3, 5, 1, 101,186, 111.6
Jefferson , Apartment, 1, 1, 2, 1, 88,196.5, 117.9
Jefferson , Apartment, 1, 2, 2, 0, 87,191, 229.2
Hoover , Apartment, 2, 5, 6, 0, 85,143, 171.6
Vermont , Bungalow, 3, 6, 7, 1, 89,165, 99
Figueroa , Bungalow, 2, 3, 6, 0, 97,118, 141.6
Menlo , Bungalow, 2, 4, 6, 0, 88,122, 146.4
Orchard , Bungalow, 1, 1, 2, 1, 99,253.5, 152.1
Figueroa , Apartment, 3, 5, 7, 0, 101,124, 148.8
TwentyThird , Bungalow, 2, 4, 5, 0, 87,165, 198
Vermont , Bungalow, 2, 6, 6, 0, 102,187, 224.4
TwentyThird , Bungalow, 3, 3, 8, 1, 92,175.5, 105.3
Adams , Bungalow, 2, 5, 6, 0, 95,105, 126
Menlo , Bungalow, 2, 6, 6, 0, 91,187, 224.4
Adams , Bungalow, 2, 5, 4, 0, 102,125, 150
TwentyThird , Bungalow, 1, 2, 2, 0, 105,160, 192
TwentyThird , Bungalow, 1, 2, 4, 1, 94,280.5, 168.3
TwentyThird , Bungalow, 1, 1, 2, 1, 99,237, 142.2
Orchard , Apartment, 1, 2, 3, 1, 100,250.5, 150.3
Ellendale , Apartment, 1, 1, 4, 1, 97,240, 144
Jefferson , Apartment, 1, 1, 2, 1, 104,168, 100.8
Hoover , Apartment, 3, 3, 7, 1, 100,237, 142.2
Orchard , Bungalow, 3, 4, 8, 1, 104,153, 91.8
Orchard , Bungalow, 2, 5, 5, 1, 93,273, 163.8
Jefferson , Bungalow, 3, 6, 7, 1, 96,264, 158.4
Ellendale , Bungalow, 1, 2, 3, 1, 102,225, 135
Ellendale , Bungalow, 3, 6, 6, 1, 88,162, 97.2
Hoover , Bungalow, 2, 4, 6, 1, 104,226.5, 135.9
Jefferson , Bungalow, 2, 6, 6, 1, 100,205.5, 123.3
Adams , Bungalow, 3, 6, 7, 1, 97,217.5, 130.5
Adams , Apartment, 1, 1, 4, 0, 91,162, 194.4
Adams , Bungalow, 1, 1, 4, 1, 96,210, 126
Hoover , Apartment, 2, 4, 6, 1, 101,240, 144
TwentyThird , Bungalow, 2, 6, 6, 0, 99,103, 123.6
Adams , Apartment, 1, 1, 4, 0, 85,111, 133.2
Hoover , Apartment, 2, 6, 6, 0, 105,193, 231.6
Menlo , Apartment, 2, 5, 5, 1, 92,172.5, 103.5
Adams , Apartment, 2, 6, 4, 1, 104,174, 104.4
Orchard , Bungalow, 3, 5, 6, 0, 94,135, 162
Orchard , Bungalow, 2, 5, 5, 0, 100,176, 211.2
Figueroa , Apartment, 1, 1, 4, 0, 89,116, 139.2
Vermont , Apartment, 3, 6, 8, 0, 101,129, 154.8
Ellendale , Apartment, 2, 5, 4, 0, 103,154, 184.8
TwentyThird , Apartment, 1, 2, 3, 1, 88,279, 167.4
Jefferson , Apartment, 3, 5, 6, 1, 88,175.5, 105.3
Jefferson , Apartment, 2, 5, 4, 0, 91,137, 164.4
Hoover , Bungalow, 3, 3, 8, 0, 90,138, 165.6
ThirtyWest , Apartment, 1, 1, 2, 0, 105,156, 187.2
Hoover , Apartment, 3, 3, 7, 1, 90,213, 127.8
Adams , Apartment, 1, 2, 2, 0, 88,133, 159.6
Ellendale , Apartment, 1, 2, 3, 1, 105,246, 147.6
Figueroa , Apartment, 3, 6, 6, 1, 94,210, 126
TwentyThird , Bungalow, 2, 4, 6, 1, 93,271.5, 162.9
TwentyThird , Bungalow, 1, 1, 4, 0, 92,124, 148.8
Menlo , Bungalow, 2, 6, 5, 1, 95,244.5, 146.7
Jefferson , Apartment, 3, 6, 6, 1, 91,283.5, 170.1
TwentyThird , Apartment, 2, 3, 4, 0, 98,108, 129.6
Vermont , Apartment, 3, 5, 7, 1, 87,291, 174.6
Ellendale , Bungalow, 1, 1, 2, 1, 102,186, 111.6
Adams , Bungalow, 2, 6, 4, 0, 105,199, 238.8
TwentyThird , Bungalow, 3, 6, 7, 1, 96,262.5, 157.5
Orchard , Apartment, 3, 6, 7, 1, 89,207, 124.2
Figueroa , Apartment, 3, 3, 8, 1, 89,286.5, 171.9
Menlo , Bungalow, 2, 3, 4, 0, 105,166, 199.2
Orchard , Bungalow, 1, 1, 3, 0, 104,123, 147.6
Ellendale , Apartment, 3, 5, 8, 0, 97,153, 183.6
Figueroa , Bungalow, 3, 3, 7, 0, 100,199, 238.8
Vermont , Bungalow, 1, 2, 3, 0, 88,198, 237.6
Vermont , Bungalow, 2, 5, 4, 1, 100,261, 156.6
Ellendale , Bungalow, 3, 3, 8, 1, 95,282, 169.2
TwentyThird , Bungalow, 2, 4, 4, 0, 102,128, 153.6
TwentyThird , Apartment, 2, 4, 5, 1, 94,201, 120.6
Figueroa , Bungalow, 3, 3, 6, 0, 85,133, 159.6
Vermont , Bungalow, 3, 5, 7, 0, 100,147, 176.4
TwentyThird , Apartment, 2, 3, 5, 0, 103,183, 219.6
Hoover , Apartment, 3, 3, 7, 1, 89,208.5, 125.1
Ellendale , Apartment, 2, 4, 5, 1, 94,261, 156.6
Orchard , Apartment, 3, 4, 8, 1, 95,258, 154.8
Hoover , Apartment, 1, 1, 3, 0, 100,179, 214.8
Vermont , Bungalow, 3, 6, 8, 1, 90,276, 165.6
TwentyThird , Bungalow, 2, 5, 5, 1, 86,210, 126
Orchard , Bungalow, 2, 6, 5, 0, 96,154, 184.8
Vermont , Bungalow, 1, 1, 3, 0, 90,180, 216
ThirtyWest , Bungalow, 1, 2, 2, 0, 95,104, 124.8
Orchard , Bungalow, 3, 4, 8, 0, 100,119, 142.8
Vermont , Bungalow, 3, 6, 6, 1, 95,208.5, 125.1
TwentyThird , Bungalow, 3, 6, 6, 0, 105,125, 150
Jefferson , Bungalow, 3, 3, 8, 1, 86,247.5, 148.5
Hoover , Bungalow, 3, 6, 8, 1, 96,219, 131.4
Jefferson , Bungalow, 2, 6, 6, 1, 104,243, 145.8
Jefferson , Bungalow, 3, 4, 8, 0, 93,106, 127.2
ThirtyWest , Bungalow, 2, 3, 5, 1, 93,267, 160.2
Adams , Bungalow, 3, 5, 6, 1, 85,246, 147.6
Adams , Apartment, 3, 3, 6, 0, 94,170, 204
TwentyThird , Apartment, 3, 4, 8, 1, 98,219, 131.4
Vermont , Apartment, 3, 4, 7, 1, 92,201, 120.6
Hoover , Apartment, 3, 4, 8, 0, 100,126, 151.2
ThirtyWest , Apartment, 3, 6, 7, 0, 88,174, 208.8
Orchard , Apartment, 3, 5, 6, 1, 102,171, 102.6
Ellendale , Apartment, 3, 3, 6, 1, 97,151.5, 90.9
Ellendale , Apartment, 1, 2, 3, 1, 85,231, 138.6
ThirtyWest , Bungalow, 3, 3, 8, 0, 103,193, 231.6
Jefferson , Apartment, 3, 5, 7, 0, 101,155, 186
Jefferson , Apartment, 2, 5, 6, 0, 85,118, 141.6
TwentyThird , Apartment, 1, 1, 2, 1, 86,186, 111.6
ThirtyWest , Apartment, 3, 6, 7, 1, 87,190.5, 114.3
Figueroa , Apartment, 2, 3, 5, 1, 87,219, 131.4
Vermont , Bungalow, 3, 6, 6, 0, 89,160, 192
Vermont , Bungalow, 3, 5, 7, 1, 90,198, 118.8
Vermont , Bungalow, 2, 5, 4, 1, 85,175.5, 105.3
ThirtyWest , Bungalow, 3, 4, 6, 1, 88,249, 149.4
Jefferson , Apartment, 3, 3, 7, 0, 90,107, 128.4
Orchard , Apartment, 1, 2, 4, 0, 95,170, 204
Adams , Bungalow, 1, 2, 2, 1, 88,214.5, 128.7
Adams , Bungalow, 2, 5, 5, 0, 104,106, 127.2
TwentyThird , Bungalow, 3, 6, 6, 0, 94,180, 216
Vermont , Bungalow, 3, 4, 6, 0, 87,179, 214.8
TwentyThird , Bungalow, 1, 1, 4, 1, 89,297, 178.2
Vermont , Bungalow, 1, 2, 2, 1, 85,268.5, 161.1
Menlo , Bungalow, 2, 6, 5, 0, 85,174, 208.8
Menlo , Bungalow, 1, 1, 3, 1, 103,190.5, 114.3
Vermont , Bungalow, 1, 2, 4, 0, 91,103, 123.6
Figueroa , Apartment, 3, 6, 7, 0, 97,171, 205.2
Figueroa , Apartment, 1, 1, 2, 1, 93,244.5, 146.7
Hoover , Apartment, 3, 4, 7, 1, 86,238.5, 143.1
Orchard , Bungalow, 1, 1, 4, 0, 96,114, 136.8
Figueroa , Apartment, 3, 4, 6, 1, 88,298.5, 179.1
Hoover , Apartment, 2, 6, 6, 0, 86,110, 132
Menlo , Bungalow, 1, 2, 3, 0, 87,162, 194.4
Jefferson , Apartment, 2, 5, 5, 1, 89,216, 129.6
Vermont , Apartment, 2, 3, 5, 1, 99,160.5, 96.3
Adams , Apartment, 2, 3, 6, 1, 87,205.5, 123.3
Orchard , Bungalow, 1, 2, 4, 1, 88,169.5, 101.7
Jefferson , Bungalow, 2, 5, 5, 0, 101,189, 226.8
Orchard , Apartment, 2, 4, 5, 1, 89,253.5, 152.1
Vermont , Apartment, 2, 3, 5, 0, 88,103, 123.6
Adams , Apartment, 3, 5, 8, 0, 87,142, 170.4
Adams , Apartment, 3, 6, 8, 0, 105,180, 216
ThirtyWest , Apartment, 1, 2, 2, 1, 105,192, 115.2
Jefferson , Bungalow, 1, 2, 4, 1, 87,214.5, 128.7
Jefferson , Apartment, 1, 2, 4, 1, 100,249, 149.4
Orchard , Apartment, 1, 2, 2, 0, 94,120, 144
Menlo , Apartment, 3, 4, 7, 0, 87,142, 170.4
Jefferson , Bungalow, 3, 3, 7, 1, 97,178.5, 107.1
Ellendale , Bungalow, 1, 1, 2, 0, 89,152, 182.4
Hoover , Bungalow, 3, 6, 7, 1, 99,235.5, 141.3
Ellendale , Bungalow, 3, 4, 7, 1, 99,256.5, 153.9
Vermont , Apartment, 1, 2, 4, 1, 99,195, 117
TwentyThird , Apartment, 3, 3, 8, 1, 95,226.5, 135.9
Menlo , Bungalow, 3, 4, 7, 1, 90,213, 127.8
Figueroa , Apartment, 1, 2, 2, 1, 87,246, 147.6
Hoover , Bungalow, 1, 1, 2, 0, 98,127, 152.4
TwentyThird , Bungalow, 3, 4, 7, 0, 98,144, 172.8
Hoover , Bungalow, 3, 4, 8, 1, 97,183, 109.8
Ellendale , Bungalow, 1, 2, 4, 0, 99,195, 234
Figueroa , Bungalow, 2, 5, 6, 0, 103,194, 232.8
ThirtyWest , Bungalow, 2, 3, 4, 1, 97,264, 158.4
Figueroa , Apartment, 3, 5, 7, 1, 102,171, 102.6
Vermont , Apartment, 2, 3, 6, 0, 98,189, 226.8
Adams , Apartment, 3, 5, 6, 1, 105,202.5, 121.5
Hoover , Bungalow, 2, 6, 5, 1, 100,151.5, 90.9
Adams , Bungalow, 2, 6, 5, 1, 91,181.5, 108.9
Hoover , Apartment, 2, 3, 6, 1, 95,162, 97.2
Figueroa , Apartment, 3, 4, 7, 0, 99,125, 150
Menlo , Bungalow, 2, 3, 4, 0, 91,105, 126
Jefferson , Apartment, 3, 3, 7, 1, 92,190.5, 114.3
Jefferson , Bungalow, 1, 1, 4, 0, 96,120, 144
Vermont , Apartment, 3, 3, 6, 0, 92,165, 198
Ellendale , Apartment, 2, 3, 6, 1, 97,214.5, 128.7
Jefferson , Apartment, 3, 4, 8, 1, 92,190.5, 114.3
Vermont , Apartment, 2, 3, 6, 1, 104,187.5, 112.5
Adams , Apartment, 1, 1, 4, 0, 87,197, 236.4
TwentyThird , Apartment, 3, 6, 8, 1, 98,244.5, 146.7
Jefferson , Bungalow, 2, 4, 4, 1, 86,217.5, 130.5
TwentyThird , Apartment, 1, 2, 3, 1, 85,262.5, 157.5
Ellendale , Bungalow, 2, 4, 4, 1, 95,204, 122.4
Figueroa , Bungalow, 2, 4, 6, 0, 103,135, 162
Ellendale , Apartment, 3, 4, 8, 0, 102,183, 219.6
Jefferson , Apartment, 1, 2, 4, 0, 95,137, 164.4
Jefferson , Apartment, 3, 3, 7, 0, 105,157, 188.4
Menlo , Apartment, 1, 1, 3, 1, 93,255, 153
Adams , Apartment, 2, 6, 6, 1, 93,240, 144
ThirtyWest , Apartment, 1, 1, 3, 0, 103,167, 200.4
Orchard , Apartment, 2, 3, 5, 0, 96,190, 228
Jefferson , Apartment, 1, 2, 2, 1, 86,214.5, 128.7
Vermont , Apartment, 1, 2, 3, 1, 99,268.5, 161.1
Vermont , Apartment, 1, 2, 2, 1, 96,171, 102.6
Vermont , Apartment, 2, 4, 6, 0, 99,173, 207.6
Vermont , Apartment, 3, 6, 7, 0, 92,102, 122.4
TwentyThird , Apartment, 1, 2, 3, 0, 99,183, 219.6
TwentyThird , Apartment, 1, 1, 2, 1, 87,198, 118.8
Orchard , Apartment, 2, 6, 5, 0, 88,127, 152.4
Ellendale , Bungalow, 3, 6, 7, 0, 97,197, 236.4
Adams , Apartment, 1, 2, 2, 1, 100,222, 133.2
Hoover , Apartment, 2, 4, 6, 1, 92,205.5, 123.3
Orchard , Bungalow, 1, 2, 3, 1, 90,264, 158.4
Menlo , Apartment, 2, 6, 4, 0, 100,170, 204
Ellendale , Apartment, 1, 2, 3, 1, 87,231, 138.6
Vermont , Apartment, 3, 6, 7, 0, 101,158, 189.6
ThirtyWest , Apartment, 1, 1, 3, 0, 97,181, 217.2
Vermont , Apartment, 2, 4, 5, 0, 101,189, 226.8
Vermont , Apartment, 3, 3, 6, 0, 89,196, 235.2
Adams , Apartment, 2, 5, 6, 1, 96,213, 127.8
ThirtyWest , Bungalow, 2, 6, 6, 0, 100,142, 170.4
ThirtyWest , Apartment, 3, 6, 7, 1, 86,193.5, 116.1
Jefferson , Apartment, 2, 6, 5, 0, 101,177, 212.4
ThirtyWest , Bungalow, 2, 4, 6, 0, 102,150, 180
Vermont , Bungalow, 2, 6, 5, 0, 91,100, 120
Orchard , Apartment, 3, 6, 8, 0, 91,197, 236.4
Hoover , Apartment, 2, 3, 6, 1, 99,210, 126
Figueroa , Apartment, 3, 3, 6, 1, 101,153, 91.8
Vermont , Bungalow, 2, 4, 4, 0, 99,102, 122.4
Adams , Bungalow, 3, 4, 6, 0, 86,112, 134.4
Vermont , Bungalow, 2, 6, 4, 1, 87,270, 162
Hoover , Bungalow, 1, 1, 3, 0, 102,123, 147.6
Orchard , Bungalow, 2, 6, 5, 1, 94,265.5, 159.3
Adams , Apartment, 1, 2, 3, 0, 100,124, 148.8
Vermont , Apartment, 1, 2, 3, 1, 105,288, 172.8
Adams , Bungalow, 2, 3, 6, 0, 100,129, 154.8
ThirtyWest , Bungalow, 3, 3, 8, 0, 89,167, 200.4
Ellendale , Apartment, 3, 5, 6, 0, 105,189, 226.8
Jefferson , Bungalow, 1, 2, 2, 0, 99,103, 123.6
Vermont , Bungalow, 3, 4, 8, 1, 104,174, 104.4
Menlo , Bungalow, 1, 2, 2, 0, 90,180, 216
Figueroa , Bungalow, 2, 4, 5, 1, 94,262.5, 157.5
Orchard , Apartment, 3, 5, 7, 0, 94,148, 177.6
Vermont , Apartment, 1, 2, 2, 0, 88,196, 235.2
Ellendale , Apartment, 1, 1, 2, 0, 100,184, 220.8
TwentyThird , Bungalow, 1, 2, 4, 0, 102,143, 171.6
Menlo , Bungalow, 1, 1, 4, 1, 101,165, 99
Ellendale , Bungalow, 3, 3, 7, 0, 89,126, 151.2
TwentyThird , Bungalow, 2, 5, 4, 1, 97,192, 115.2
Vermont , Bungalow, 3, 6, 7, 0, 100,143, 171.6
ThirtyWest , Bungalow, 2, 5, 5, 0, 95,120, 144
Figueroa , Apartment, 1, 1, 3, 0, 95,193, 231.6
Figueroa , Apartment, 2, 3, 4, 0, 98,115, 138
Menlo , Bungalow, 2, 3, 4, 1, 95,282, 169.2
Vermont , Bungalow, 3, 4, 6, 1, 102,183, 109.8
Menlo , Bungalow, 1, 1, 2, 0, 93,180, 216
Menlo , Bungalow, 3, 5, 7, 0, 86,181, 217.2
Orchard , Apartment, 1, 2, 3, 0, 90,142, 170.4
TwentyThird , Bungalow, 2, 4, 4, 0, 92,182, 218.4
Orchard , Bungalow, 1, 1, 2, 1, 90,150, 90
Ellendale , Apartment, 2, 5, 6, 1, 99,216, 129.6
ThirtyWest , Apartment, 3, 4, 8, 0, 94,195, 234
Ellendale , Apartment, 1, 1, 2, 1, 100,268.5, 161.1
Hoover , Apartment, 2, 4, 4, 0, 94,114, 136.8
TwentyThird , Bungalow, 1, 2, 3, 0, 91,154, 184.8
Hoover , Apartment, 1, 1, 2, 1, 93,213, 127.8
ThirtyWest , Bungalow, 3, 4, 8, 1, 88,204, 122.4
Figueroa , Bungalow, 2, 6, 5, 1, 92,294, 176.4
Hoover , Bungalow, 3, 6, 6, 1, 100,156, 93.6
Adams , Apartment, 3, 6, 7, 1, 86,228, 136.8
ThirtyWest , Apartment, 3, 3, 6, 1, 91,190.5, 114.3
Ellendale , Bungalow, 1, 2, 2, 0, 97,200, 240
Orchard , Bungalow, 1, 2, 4, 1, 88,243, 145.8
Figueroa , Bungalow, 3, 6, 8, 0, 93,145, 174
Menlo , Apartment, 3, 6, 6, 0, 87,125, 150
Adams , Bungalow, 2, 5, 6, 1, 101,261, 156.6
Figueroa , Bungalow, 1, 2, 4, 1, 89,205.5, 123.3
Menlo , Apartment, 3, 5, 7, 1, 89,222, 133.2
ThirtyWest , Bungalow, 2, 6, 4, 1, 95,196.5, 117.9
Figueroa , Bungalow, 2, 3, 6, 0, 102,171, 205.2
Adams , Bungalow, 3, 3, 7, 0, 99,188, 225.6
ThirtyWest , Bungalow, 1, 1, 3, 1, 92,264, 158.4
Orchard , Apartment, 3, 5, 7, 1, 86,214.5, 128.7
Menlo , Apartment, 1, 2, 2, 0, 97,103, 123.6
TwentyThird , Bungalow, 1, 1, 2, 0, 105,164, 196.8
Jefferson , Bungalow, 1, 1, 4, 0, 102,177, 212.4
TwentyThird , Apartment, 1, 2, 2, 0, 91,104, 124.8
Jefferson , Apartment, 3, 3, 7, 1, 91,297, 178.2
Adams , Apartment, 2, 3, 5, 0, 103,174, 208.8
TwentyThird , Apartment, 3, 6, 6, 1, 96,162, 97.2
Jefferson , Apartment, 2, 4, 6, 0, 91,190, 228
TwentyThird , Apartment, 2, 3, 4, 1, 86,150, 90
Vermont , Apartment, 1, 2, 3, 1, 90,150, 90
Menlo , Bungalow, 2, 4, 5, 0, 85,176, 211.2
Menlo , Bungalow, 1, 2, 3, 0, 92,177, 212.4
Menlo , Bungalow, 2, 3, 6, 0, 90,171, 205.2
Menlo , Bungalow, 3, 3, 6, 0, 86,138, 165.6
Jefferson , Bungalow, 2, 4, 4, 0, 89,105, 126
Ellendale , Bungalow, 1, 1, 2, 1, 95,219, 131.4
ThirtyWest , Apartment, 2, 5, 5, 1, 86,199.5, 119.7
Hoover , Bungalow, 2, 4, 6, 0, 91,179, 214.8
Hoover , Bungalow, 1, 2, 4, 1, 89,268.5, 161.1
Vermont , Bungalow, 1, 1, 2, 1, 89,267, 160.2
Figueroa , Bungalow, 3, 3, 7, 1, 103,172.5, 103.5
Ellendale , Apartment, 2, 6, 5, 0, 90,118, 141.6
Hoover , Apartment, 1, 2, 2, 0, 89,195, 234
Ellendale , Apartment, 2, 3, 4, 1, 87,252, 151.2
Orchard , Apartment, 2, 4, 6, 0, 102,145, 174
Jefferson , Bungalow, 3, 5, 7, 0, 96,108, 129.6
Menlo , Apartment, 2, 4, 4, 0, 100,102, 122.4
Jefferson , Apartment, 1, 2, 4, 0, 99,145, 174
TwentyThird , Apartment, 3, 6, 6, 0, 103,132, 158.4
Vermont , Apartment, 2, 3, 6, 1, 102,205.5, 123.3
Jefferson , Apartment, 3, 6, 6, 1, 89,238.5, 143.1
Figueroa , Apartment, 3, 4, 6, 0, 100,111, 133.2
Jefferson , Apartment, 3, 6, 6, 1, 100,163.5, 98.1
Vermont , Apartment, 1, 2, 4, 0, 103,151, 181.2
Orchard , Apartment, 2, 5, 4, 1, 95,228, 136.8
Jefferson , Apartment, 1, 2, 3, 1, 100,252, 151.2
Orchard , Apartment, 2, 5, 6, 0, 100,161, 193.2
Orchard , Bungalow, 3, 5, 8, 0, 97,198, 237.6
ThirtyWest , Apartment, 3, 6, 7, 1, 87,237, 142.2
Jefferson , Apartment, 3, 4, 8, 1, 86,274.5, 164.7
ThirtyWest , Apartment, 2, 3, 6, 1, 98,157.5, 94.5
ThirtyWest , Bungalow, 1, 2, 4, 1, 90,189, 113.4
Ellendale , Bungalow, 3, 3, 7, 1, 86,232.5, 139.5
Vermont , Bungalow, 3, 3, 6, 0, 105,138, 165.6
Hoover , Bungalow, 1, 2, 2, 1, 100,256.5, 153.9
TwentyThird , Bungalow, 3, 6, 6, 1, 104,295.5, 177.3
Figueroa , Bungalow, 3, 5, 6, 1, 98,265.5, 159.3
ThirtyWest , Bungalow, 2, 4, 4, 0, 99,111, 133.2
Jefferson , Apartment, 2, 5, 5, 0, 90,118, 141.6
Adams , Apartment, 1, 2, 2, 1, 98,219, 131.4
Orchard , Bungalow, 3, 4, 6, 0, 101,119, 142.8
ThirtyWest , Bungalow, 3, 5, 7, 0, 86,144, 172.8
Adams , Bungalow, 3, 6, 7, 0, 103,169, 202.8
Ellendale , Bungalow, 1, 1, 3, 1, 89,255, 153
Figueroa , Bungalow, 3, 3, 8, 0, 88,192, 230.4
Ellendale , Bungalow, 3, 5, 7, 0, 96,146, 175.2
Hoover , Apartment, 2, 3, 5, 0, 102,168, 201.6
Figueroa , Apartment, 2, 3, 5, 0, 101,162, 194.4
Orchard , Bungalow, 1, 2, 3, 1, 90,174, 104.4
Orchard , Apartment, 1, 2, 2, 0, 87,179, 214.8
ThirtyWest , Bungalow, 2, 3, 6, 1, 90,225, 135
Figueroa , Apartment, 1, 2, 2, 0, 98,159, 190.8
